Date,Day,Month,Time,Source Key,City,State,Temperature (?C),Humidity (%),Power Generated (kW),Equivalent Current (A),Consumption (kW),Energy Loss (%),Demand (kW),Revenue ($),Maintenance Cost ($),Profit ($),Panel Efficiency (%)
29,Wednesday,12,19:00,2312,Mumbai,Maharashtra,28.69,64.41,0,0,0,8.17,0,0,0,0,0
29,Wednesday,12,20:00,2313,Mumbai,Maharashtra,27.5,86.46,0,0,0,4.74,0,0,0,0,0
29,Wednesday,12,21:00,2314,Mumbai,Maharashtra,25.72,80.16,0,0,0,7.05,0,0,0,0,0
29,Wednesday,12,22:00,2315,Mumbai,Maharashtra,26.23,68.88,0,0,0,6.65,0,0,0,0,0
29,Wednesday,12,23:00,2316,Mumbai,Maharashtra,25.35,60.83,0,0,0,6.52,0,0,0,0,0
30,Thursday,12,0:00,2317,Mumbai,Maharashtra,33.46,65.27,0,0,0,9.88,0,0,0,0,0
30,Thursday,12,1:00,2318,Mumbai,Maharashtra,37.33,81.85,0,0,0,3.76,0,0,0,0,0
30,Thursday,12,2:00,2319,Mumbai,Maharashtra,29.87,85.19,0,0,0,4.63,0,0,0,0,0
30,Thursday,12,3:00,2320,Mumbai,Maharashtra,34.37,71.72,0,0,0,9.98,0,0,0,0,0
30,Thursday,12,4:00,2321,Mumbai,Maharashtra,25.51,89.04,0,0,0,9.9,0,0,0,0,0
30,Thursday,12,5:00,2322,Mumbai,Maharashtra,26.44,83.11,0,0,0,4.43,0,0,0,0,0
30,Thursday,12,6:00,2323,Mumbai,Maharashtra,36.06,68.63,0,0,0,9.2,0,0,0,0,0
30,Thursday,12,7:00,2324,Mumbai,Maharashtra,38.91,58.88,0,0,0,3.2,0,0,0,0,0
30,Thursday,12,8:00,2325,Mumbai,Maharashtra,29.9,58.97,191.49,38.44,116.13,2.41,187.57,127.68,62.76,64.92,23.55
30,Thursday,12,9:00,2326,Mumbai,Maharashtra,34.43,57.99,185.06,37.38,182.33,7.37,223.59,127.76,59.45,68.31,16.16
30,Thursday,12,10:00,2327,Mumbai,Maharashtra,32.97,59.1,187.98,48.25,160.15,3.64,189.09,152.84,47.6,105.24,21.79
30,Thursday,12,11:00,2328,Mumbai,Maharashtra,36.67,65.22,195.72,31.13,193.82,2.68,185.69,130.03,51.65,78.38,14.02
30,Thursday,12,12:00,2329,Mumbai,Maharashtra,32.79,51.18,188.87,43.39,104.97,7.16,206.67,150.59,75.17,75.42,22.31
30,Thursday,12,13:00,2330,Mumbai,Maharashtra,35.42,67.3,193.68,27.76,48.82,3.42,199,130.3,45,85.3,13.42
30,Thursday,12,14:00,2331,Mumbai,Maharashtra,35.35,53.31,192.74,40.65,53.48,4.81,223.39,139.34,64.6,74.74,23.18
30,Thursday,12,15:00,2332,Mumbai,Maharashtra,38.31,48.87,200.12,34.54,114.31,5.05,219.79,134.69,57.51,77.18,16.85
30,Thursday,12,16:00,2333,Mumbai,Maharashtra,39.03,46.43,191.1,42.21,66.6,3.55,198.7,146.13,61.14,84.99,17.41
30,Thursday,12,17:00,2334,Mumbai,Maharashtra,36.46,46.88,204.73,32.29,18.38,8.17,221.91,135.73,49.48,86.25,13.57
30,Thursday,12,18:00,2335,Mumbai,Maharashtra,27.53,75.69,0,0,0,5.28,0,0,0,0,0
30,Thursday,12,19:00,2336,Mumbai,Maharashtra,26.17,72.62,0,0,0,4.42,0,0,0,0,0
30,Thursday,12,20:00,2337,Mumbai,Maharashtra,26.77,67.04,0,0,0,2.62,0,0,0,0,0
30,Thursday,12,21:00,2338,Mumbai,Maharashtra,25.46,71.76,0,0,0,2.57,0,0,0,0,0
30,Thursday,12,22:00,2339,Mumbai,Maharashtra,26.66,61.07,0,0,0,8.08,0,0,0,0,0
30,Thursday,12,23:00,2340,Mumbai,Maharashtra,25.2,76.43,0,0,0,4.27,0,0,0,0,0
31,Friday,12,0:00,2341,Mumbai,Maharashtra,38.19,78.65,0,0,0,4.2,0,0,0,0,0
31,Friday,12,1:00,2342,Mumbai,Maharashtra,26.29,62.5,0,0,0,8.43,0,0,0,0,0
31,Friday,12,2:00,2343,Mumbai,Maharashtra,30.21,64.79,0,0,0,7.59,0,0,0,0,0
31,Friday,12,3:00,2344,Mumbai,Maharashtra,32.4,88.45,0,0,0,2.3,0,0,0,0,0
31,Friday,12,4:00,2345,Mumbai,Maharashtra,31,84.67,0,0,0,9.06,0,0,0,0,0
31,Friday,12,5:00,2346,Mumbai,Maharashtra,26.43,79.16,0,0,0,3.43,0,0,0,0,0
31,Friday,12,6:00,2347,Mumbai,Maharashtra,31.26,64.26,0,0,0,4.75,0,0,0,0,0
31,Friday,12,7:00,2348,Mumbai,Maharashtra,38.96,43.33,0,0,0,2.81,0,0,0,0,0
31,Friday,12,8:00,2349,Mumbai,Maharashtra,30.58,57.76,196.02,22.27,111.29,8.45,192.39,154.61,44.65,109.96,17.18
31,Friday,12,9:00,2350,Mumbai,Maharashtra,39.21,42.02,204.84,33.45,80.49,9.64,211.27,123.86,73,50.86,22.06
31,Friday,12,10:00,2351,Mumbai,Maharashtra,35.03,61.98,188.68,28.56,74.11,7.33,202.66,139.23,79.15,60.08,23.64
31,Friday,12,11:00,2352,Mumbai,Maharashtra,35.47,52.88,204.07,37.41,70.91,5,207.58,146.08,49.99,96.09,22.6
31,Friday,12,12:00,2353,Kochi,Kerala,38.22,55.82,198.12,30.05,81.95,2.64,196.5,140.3,69.54,70.76,15.73
31,Friday,12,13:00,2354,Kochi,Kerala,37.43,64.14,190.73,29.33,70.91,3.69,212.78,120.2,64.69,55.51,24.23
31,Friday,12,14:00,2355,Kochi,Kerala,34.21,59.24,203.27,48.13,101.1,3.77,217.41,146.98,40.74,106.24,14.37
31,Friday,12,15:00,2356,Kochi,Kerala,35.78,40.32,196.05,35.32,47.82,6.52,195.85,129.43,73.35,56.08,22.41
31,Friday,12,16:00,2357,Kochi,Kerala,36.06,58.43,187.23,20.51,180.38,4.73,191,149.18,67.25,81.93,24.02
31,Friday,12,17:00,2358,Kochi,Kerala,37.04,58.46,187.42,24.45,63.54,6.67,195.58,124.59,57.6,66.99,15.3
31,Friday,12,18:00,2359,Kochi,Kerala,25.77,84.42,0,0,0,6.79,0,0,0,0,0
31,Friday,12,19:00,2360,Kochi,Kerala,26.24,80.21,0,0,0,2.4,0,0,0,0,0
31,Friday,12,20:00,2361,Kochi,Kerala,26.02,88.32,0,0,0,4.58,0,0,0,0,0
31,Friday,12,21:00,2362,Kochi,Kerala,27.52,63.76,0,0,0,2.95,0,0,0,0,0
31,Friday,12,22:00,2363,Kochi,Kerala,26.19,75.27,0,0,0,5.77,0,0,0,0,0
31,Friday,12,23:00,2364,Kochi,Kerala,26.05,66.67,0,0,0,2.95,0,0,0,0,0
1,Saturday,1,0:00,2365,Kochi,Kerala,32.02,67.57,0,0,0,3.55,0,0,0,0,0
1,Saturday,1,1:00,2366,Kochi,Kerala,37.29,65.95,0,0,0,7.75,0,0,0,0,0
1,Saturday,1,2:00,2367,Kochi,Kerala,27.71,86.83,0,0,0,5.68,0,0,0,0,0
1,Saturday,1,3:00,2368,Kochi,Kerala,28.07,67.92,0,0,0,7.82,0,0,0,0,0
1,Saturday,1,4:00,2369,Kochi,Kerala,31.55,70.44,0,0,0,6.14,0,0,0,0,0
1,Saturday,1,5:00,2370,Kochi,Kerala,32.87,69.26,0,0,0,7.63,0,0,0,0,0
1,Saturday,1,6:00,2371,Kochi,Kerala,33.98,67.88,0,0,0,5.8,0,0,0,0,0
1,Saturday,1,7:00,2372,Kochi,Kerala,36.44,50.45,0,0,0,6.81,0,0,0,0,0
1,Saturday,1,8:00,2373,Kochi,Kerala,39.72,48.88,185.08,27.65,134.83,4.49,215.72,154.99,43.43,111.56,18.01
1,Saturday,1,9:00,2374,Kochi,Kerala,31.77,58.28,189.59,34.24,162.27,2.87,195.25,131.46,67.34,64.12,18.18
1,Saturday,1,10:00,2375,Kochi,Kerala,33.18,67.54,191.67,24.17,53.76,3.3,191.32,121.54,44.45,77.09,20.52
1,Saturday,1,11:00,2376,Kochi,Kerala,37.41,44.15,188.98,40.99,94.63,8.1,191.22,125.96,69.16,56.8,18.73
1,Saturday,1,12:00,2377,Kochi,Kerala,35.34,44.87,186.58,41.15,78.89,3.71,214.36,133.13,74.27,58.86,15.16
1,Saturday,1,13:00,2378,Kochi,Kerala,33.49,59.61,185.54,41.43,184.48,6.35,183.39,144.78,56.42,88.36,15.03
1,Saturday,1,14:00,2379,Kochi,Kerala,38,67.52,192.54,32.13,6.04,5.65,204.62,131.56,42.81,88.75,18.66
1,Saturday,1,15:00,2380,Kochi,Kerala,35.27,46.53,197.84,36.98,80.47,9.05,188.77,130,61.59,68.41,14.5
1,Saturday,1,16:00,2381,Kochi,Kerala,39.52,64.59,185.43,34.96,181.3,3.6,200.47,135.47,47.93,87.54,20.4
1,Saturday,1,17:00,2382,Kochi,Kerala,38.66,41.15,197.84,22.07,98.46,3.18,209.56,149.01,60.5,88.51,24.63
1,Saturday,1,18:00,2383,Kochi,Kerala,26.57,86.09,0,0,0,3.26,0,0,0,0,0
1,Saturday,1,19:00,2384,Kochi,Kerala,27.14,88.21,0,0,0,4.82,0,0,0,0,0
1,Saturday,1,20:00,2385,Kochi,Kerala,25.49,63.49,0,0,0,3.85,0,0,0,0,0
1,Saturday,1,21:00,2386,Kochi,Kerala,26.7,71.78,0,0,0,3.23,0,0,0,0,0
1,Saturday,1,22:00,2387,Kochi,Kerala,25.16,65.51,0,0,0,7.91,0,0,0,0,0
1,Saturday,1,23:00,2388,Kochi,Kerala,26.48,85.98,0,0,0,5.54,0,0,0,0,0
2,Sunday,1,0:00,2389,Kochi,Kerala,26.02,82.62,0,0,0,4.06,0,0,0,0,0
2,Sunday,1,1:00,2390,Kochi,Kerala,35.9,65.07,0,0,0,4.81,0,0,0,0,0
2,Sunday,1,2:00,2391,Kochi,Kerala,33.95,71.86,0,0,0,8.21,0,0,0,0,0
2,Sunday,1,3:00,2392,Kochi,Kerala,28.21,77.29,0,0,0,7.74,0,0,0,0,0
2,Sunday,1,4:00,2393,Kochi,Kerala,35.62,60.76,0,0,0,6.63,0,0,0,0,0
2,Sunday,1,5:00,2394,Kochi,Kerala,33.91,83.09,0,0,0,9.56,0,0,0,0,0
2,Sunday,1,6:00,2395,Kochi,Kerala,36.55,61.35,0,0,0,4.24,0,0,0,0,0
2,Sunday,1,7:00,2396,Kochi,Kerala,37.33,62,0,0,0,8.23,0,0,0,0,0
2,Sunday,1,8:00,2397,Kochi,Kerala,36.82,45.74,188.35,26.37,180.16,6.26,193.73,152.88,72.64,80.24,13.75
2,Sunday,1,9:00,2398,Kochi,Kerala,35.79,46.48,191.82,24.76,173.57,2.36,194.52,145.8,55.63,90.17,20.8
2,Sunday,1,10:00,2399,Kochi,Kerala,36.08,65.34,204.94,25.01,198.14,3.39,219.87,130.23,72.09,58.14,17.04
2,Sunday,1,11:00,2400,Kochi,Kerala,35.05,42.88,193.03,47.69,102.5,2.36,202.31,145.63,53.65,91.98,16.4
2,Sunday,1,12:00,2401,Kochi,Kerala,33.35,42.25,197.18,35.24,5.51,8.55,195.33,139.78,62.96,76.82,14.63
2,Sunday,1,13:00,2402,Kochi,Kerala,38.99,62.76,204.4,45.39,39.82,6.84,208.88,135.1,60.86,74.24,13.09
2,Sunday,1,14:00,2403,Kochi,Kerala,34.99,53.24,187.42,22.67,142.33,3.18,188.21,128.26,47.56,80.7,22.94
2,Sunday,1,15:00,2404,Kochi,Kerala,37.84,64.47,203.06,27.65,153.62,3.32,206.24,136.61,46.19,90.42,18.73
2,Sunday,1,16:00,2405,Kochi,Kerala,36.38,58.82,197.7,21.15,16.86,4.64,190.15,126.63,60.82,65.81,23.68
2,Sunday,1,17:00,2406,Kochi,Kerala,37.21,56.27,202.09,21.28,66.97,4.79,206.57,129.14,69.83,59.31,24.68
2,Sunday,1,18:00,2407,Kochi,Kerala,25.24,84.36,0,0,0,2.55,0,0,0,0,0
2,Sunday,1,19:00,2408,Kochi,Kerala,25.06,74.68,0,0,0,3.84,0,0,0,0,0
2,Sunday,1,20:00,2409,Kochi,Kerala,27.16,85.24,0,0,0,5.84,0,0,0,0,0
2,Sunday,1,21:00,2410,Kochi,Kerala,27.75,86.11,0,0,0,8.34,0,0,0,0,0
2,Sunday,1,22:00,2411,Kochi,Kerala,25.72,82.18,0,0,0,2.37,0,0,0,0,0
2,Sunday,1,23:00,2412,Kochi,Kerala,25.99,84.07,0,0,0,2.03,0,0,0,0,0
3,Monday,1,0:00,2413,Kochi,Kerala,29.82,77.59,0,0,0,3.36,0,0,0,0,0
3,Monday,1,1:00,2414,Kochi,Kerala,28.79,67.38,0,0,0,7.4,0,0,0,0,0
3,Monday,1,2:00,2415,Kochi,Kerala,26.11,62.61,0,0,0,8.81,0,0,0,0,0
3,Monday,1,3:00,2416,Kochi,Kerala,31.33,78.09,0,0,0,4.17,0,0,0,0,0
3,Monday,1,4:00,2417,Kochi,Kerala,26.23,61.06,0,0,0,8.2,0,0,0,0,0
3,Monday,1,5:00,2418,Kochi,Kerala,32.72,69.55,0,0,0,5.48,0,0,0,0,0
3,Monday,1,6:00,2419,Kochi,Kerala,36.94,42.39,0,0,0,9.25,0,0,0,0,0
3,Monday,1,7:00,2420,Kochi,Kerala,34.22,62.82,0,0,0,7.02,0,0,0,0,0
3,Monday,1,8:00,2421,Kochi,Kerala,35.65,42.05,203.35,48.42,133.98,7.65,216.57,134.03,60.71,73.32,21.65
3,Monday,1,9:00,2422,Kochi,Kerala,38.16,69.38,198.8,49.53,166.07,7.16,213.11,145.54,62.99,82.55,24.35
3,Monday,1,10:00,2423,Kochi,Kerala,35.44,41.68,199.79,43.1,176.43,4.72,190.25,139.71,49.52,90.19,23.7
3,Monday,1,11:00,2424,Kochi,Kerala,33.16,51.22,202.6,32.67,101.45,6.48,217.9,130.05,70.83,59.22,13.96
3,Monday,1,12:00,2425,Kochi,Kerala,32.79,42.59,192.97,32.66,21.89,3.05,204.23,132.83,78.4,54.43,13.78
3,Monday,1,13:00,2426,Kochi,Kerala,38.52,40.71,193.16,49.12,71.03,6.35,191.06,140.55,72.62,67.93,18.54
3,Monday,1,14:00,2427,Kochi,Kerala,34.6,41.06,186.54,20.01,107.3,6.3,217.56,146.57,41.01,105.56,24.1
3,Monday,1,15:00,2428,Kochi,Kerala,34.89,64.42,187.45,23.5,176.63,10,196.43,149.79,60.86,88.93,24.42
3,Monday,1,16:00,2429,Kochi,Kerala,38.62,57.26,197.13,39.37,103.56,6.75,182.39,149.89,41.72,108.17,14.86
3,Monday,1,17:00,2430,Kochi,Kerala,36.6,48.11,192.09,45.88,131.9,2.15,221.31,125.98,66.99,58.99,14.9
3,Monday,1,18:00,2431,Kochi,Kerala,28.26,64.55,0,0,0,8.91,0,0,0,0,0
3,Monday,1,19:00,2432,Kochi,Kerala,26.32,67.41,0,0,0,5.47,0,0,0,0,0
3,Monday,1,20:00,2433,Kochi,Kerala,28.62,65.53,0,0,0,5.7,0,0,0,0,0
3,Monday,1,21:00,2434,Kochi,Kerala,26.2,89.14,0,0,0,7.6,0,0,0,0,0
3,Monday,1,22:00,2435,Kochi,Kerala,27.29,83.83,0,0,0,2.64,0,0,0,0,0
3,Monday,1,23:00,2436,Kochi,Kerala,25.62,65.51,0,0,0,9.73,0,0,0,0,0
4,Tuesday,1,0:00,2437,Kochi,Kerala,31.55,73.08,0,0,0,5.26,0,0,0,0,0
4,Tuesday,1,1:00,2438,Kochi,Kerala,32.59,78.38,0,0,0,8.02,0,0,0,0,0
4,Tuesday,1,2:00,2439,Kochi,Kerala,35.81,72.68,0,0,0,5.32,0,0,0,0,0
4,Tuesday,1,3:00,2440,Kochi,Kerala,37.01,67.23,0,0,0,3.55,0,0,0,0,0
4,Tuesday,1,4:00,2441,Kochi,Kerala,33.17,61.97,0,0,0,6.56,0,0,0,0,0
4,Tuesday,1,5:00,2442,Kochi,Kerala,26.8,67.37,0,0,0,5.22,0,0,0,0,0
4,Tuesday,1,6:00,2443,Kochi,Kerala,38.12,65.93,0,0,0,7.22,0,0,0,0,0
4,Tuesday,1,7:00,2444,Kochi,Kerala,29.5,51.34,0,0,0,5.49,0,0,0,0,0
4,Tuesday,1,8:00,2445,Kochi,Kerala,39.64,53.38,188.05,23.5,100.68,3.26,223.67,127.39,46.56,80.83,18.37
4,Tuesday,1,9:00,2446,Kochi,Kerala,37.43,57.88,203.49,35.82,57.43,8,198.73,142.89,64.51,78.38,14.52
4,Tuesday,1,10:00,2447,Kochi,Kerala,32,50.5,196.57,36.57,183.05,9.97,182.92,146.96,45.46,101.5,19.91
4,Tuesday,1,11:00,2448,Kochi,Kerala,34.6,67.65,192.77,47.72,184.44,2.09,206.74,143.35,54.67,88.68,18.15
4,Tuesday,1,12:00,2449,Kochi,Kerala,33.94,53.16,199.15,41.74,6.35,3.36,208.06,121.38,65.13,56.25,21.31
4,Tuesday,1,13:00,2450,Kochi,Kerala,38.52,46.15,194.87,32.47,14.14,8.81,212.87,146.31,73.72,72.59,19.5
4,Tuesday,1,14:00,2451,Kochi,Kerala,39.28,52.93,200.99,22.12,104.48,7.3,221.68,140.77,64.53,76.24,23.96
4,Tuesday,1,15:00,2452,Kochi,Kerala,36,61.81,201.33,38.66,156.1,6.04,197.27,127.13,60.11,67.02,22.03
4,Tuesday,1,16:00,2453,Kochi,Kerala,39.96,66.53,202.06,33.6,127.77,9.53,200.68,131.19,62.55,68.64,17.01
4,Tuesday,1,17:00,2454,Kochi,Kerala,37.16,49.61,202.29,39.54,10.41,9.55,201.41,133.88,71.69,62.19,15.37
4,Tuesday,1,18:00,2455,Kochi,Kerala,27.74,64.41,0,0,0,5.83,0,0,0,0,0
4,Tuesday,1,19:00,2456,Kochi,Kerala,25.5,71.16,0,0,0,9.73,0,0,0,0,0
4,Tuesday,1,20:00,2457,Kochi,Kerala,28.13,63.76,0,0,0,8.91,0,0,0,0,0
4,Tuesday,1,21:00,2458,Kochi,Kerala,26.91,64.15,0,0,0,8.77,0,0,0,0,0
4,Tuesday,1,22:00,2459,Kochi,Kerala,25.47,74.57,0,0,0,5.45,0,0,0,0,0
4,Tuesday,1,23:00,2460,Kochi,Kerala,25.9,65.32,0,0,0,4.28,0,0,0,0,0
5,Wednesday,1,0:00,2461,Kochi,Kerala,35.56,69.13,0,0,0,3.76,0,0,0,0,0
5,Wednesday,1,1:00,2462,Kochi,Kerala,26.87,74.49,0,0,0,4.08,0,0,0,0,0
5,Wednesday,1,2:00,2463,Kochi,Kerala,27.48,85.47,0,0,0,3.97,0,0,0,0,0
5,Wednesday,1,3:00,2464,Kochi,Kerala,30.7,81.05,0,0,0,7.18,0,0,0,0,0
5,Wednesday,1,4:00,2465,Kochi,Kerala,29.73,74.53,0,0,0,8.09,0,0,0,0,0
5,Wednesday,1,5:00,2466,Kochi,Kerala,31.14,87.44,0,0,0,5.13,0,0,0,0,0
5,Wednesday,1,6:00,2467,Kochi,Kerala,30.59,54.58,0,0,0,4.86,0,0,0,0,0
5,Wednesday,1,7:00,2468,Kochi,Kerala,30.08,55.08,0,0,0,5.74,0,0,0,0,0
5,Wednesday,1,8:00,2469,Kochi,Kerala,33.73,45.98,187.34,47.4,4.51,9.39,200.78,130.81,61.61,69.2,24.11
5,Wednesday,1,9:00,2470,Kochi,Kerala,35.57,67.65,194.84,39.13,90.12,2.05,216.61,140.99,46.38,94.61,15.25
5,Wednesday,1,10:00,2471,Kochi,Kerala,35.95,58.35,198.41,35.88,45.91,7.55,198.62,121.36,53.54,67.82,14.83
5,Wednesday,1,11:00,2472,Kochi,Kerala,39.54,69.04,190.17,25.64,56.1,6.2,183.94,127.76,76.21,51.55,17.73
5,Wednesday,1,12:00,2473,Kochi,Kerala,37.02,53.44,186.52,26.99,2.91,3.72,187.55,140.38,43.99,96.39,18.33
5,Wednesday,1,13:00,2474,Kochi,Kerala,37.6,47.89,191.26,21.23,142.16,3.67,224.35,154.32,76.7,77.62,18.93
5,Wednesday,1,14:00,2475,Kochi,Kerala,36.92,54.77,200.85,25.12,133.1,9.28,220.46,129.62,60.65,68.97,19.68
5,Wednesday,1,15:00,2476,Kochi,Kerala,37.7,57.95,195.12,31.15,48.56,2.45,193.67,120.48,79.71,40.77,21.05
5,Wednesday,1,16:00,2477,Kochi,Kerala,39.17,55.61,193.13,49.58,51.2,6.03,191.29,141.87,45.86,96.01,13.51
5,Wednesday,1,17:00,2478,Kochi,Kerala,39.15,57.03,198.99,34.26,81.32,6.52,199.99,152.8,72.55,80.25,21.26
5,Wednesday,1,18:00,2479,Kochi,Kerala,26.21,88.33,0,0,0,9.59,0,0,0,0,0
5,Wednesday,1,19:00,2480,Kochi,Kerala,28.17,81.26,0,0,0,7.28,0,0,0,0,0
5,Wednesday,1,20:00,2481,Kochi,Kerala,26.05,65.58,0,0,0,2.9,0,0,0,0,0
5,Wednesday,1,21:00,2482,Kochi,Kerala,26.13,82.25,0,0,0,6.89,0,0,0,0,0
5,Wednesday,1,22:00,2483,Kochi,Kerala,26.61,87.53,0,0,0,2.11,0,0,0,0,0
5,Wednesday,1,23:00,2484,Kochi,Kerala,27.09,68.27,0,0,0,9.93,0,0,0,0,0
6,Thursday,1,0:00,2485,Kochi,Kerala,36.33,80.93,0,0,0,4.88,0,0,0,0,0
6,Thursday,1,1:00,2486,Kochi,Kerala,30.75,66.39,0,0,0,9.32,0,0,0,0,0
6,Thursday,1,2:00,2487,Kochi,Kerala,34.93,87.1,0,0,0,9.79,0,0,0,0,0
6,Thursday,1,3:00,2488,Kochi,Kerala,36.75,88.49,0,0,0,9.19,0,0,0,0,0
6,Thursday,1,4:00,2489,Kochi,Kerala,36.11,69.11,0,0,0,5.37,0,0,0,0,0
6,Thursday,1,5:00,2490,Kochi,Kerala,34.09,81.08,0,0,0,9.37,0,0,0,0,0
6,Thursday,1,6:00,2491,Kochi,Kerala,38.01,55.73,0,0,0,6.87,0,0,0,0,0
6,Thursday,1,7:00,2492,Kochi,Kerala,39.12,62.52,0,0,0,3.05,0,0,0,0,0
6,Thursday,1,8:00,2493,Kochi,Kerala,31.31,59.5,200.63,35.37,121.57,6.99,209.33,121.91,67.61,54.3,21.05
6,Thursday,1,9:00,2494,Kochi,Kerala,34.64,52.6,185.8,47.91,166.02,2.51,216.55,143.06,46.86,96.2,24.79
6,Thursday,1,10:00,2495,Kochi,Kerala,33.17,69.66,185.47,27.55,130.5,2.16,181.96,145.99,40.18,105.81,19.03
6,Thursday,1,11:00,2496,Kochi,Kerala,35.43,46.19,201.18,42.95,71.36,8.95,187.24,140.7,71.35,69.35,23.27
6,Thursday,1,12:00,2497,Kochi,Kerala,37.57,62.24,186.13,20.69,157.54,6.67,187.37,143.49,52.84,90.65,22.9
6,Thursday,1,13:00,2498,Kochi,Kerala,38.35,47.9,190.19,31,151.23,7.5,215.87,134.94,57.43,77.51,23.36
6,Thursday,1,14:00,2499,Kochi,Kerala,34.47,46.09,188.9,49.4,9.94,6.71,187.87,137.68,77.26,60.42,20.16
6,Thursday,1,15:00,2500,Kochi,Kerala,39.92,63.21,197.81,42.62,75.12,8.94,180.48,140.46,48.36,92.1,24.51
6,Thursday,1,16:00,2501,Kochi,Kerala,36.3,48.83,193.3,48.87,62.38,3.6,205.76,139.37,59.04,80.33,14.99
6,Thursday,1,17:00,2502,Kochi,Kerala,39.48,47.53,185.67,29.86,161.74,3.23,212.75,125.4,67.88,57.52,23.67
6,Thursday,1,18:00,2503,Kochi,Kerala,28.84,63.21,0,0,0,4.51,0,0,0,0,0
6,Thursday,1,19:00,2504,Kochi,Kerala,28.91,80.08,0,0,0,3.53,0,0,0,0,0
6,Thursday,1,20:00,2505,Kochi,Kerala,26.26,68.26,0,0,0,6.92,0,0,0,0,0
6,Thursday,1,21:00,2506,Kochi,Kerala,25.66,83.65,0,0,0,6.6,0,0,0,0,0
6,Thursday,1,22:00,2507,Kochi,Kerala,26.8,82.95,0,0,0,5.59,0,0,0,0,0
6,Thursday,1,23:00,2508,Kochi,Kerala,26.38,85.94,0,0,0,5.36,0,0,0,0,0
7,Friday,1,0:00,2509,Kochi,Kerala,26.39,81.54,0,0,0,2.41,0,0,0,0,0
7,Friday,1,1:00,2510,Kochi,Kerala,35.23,81.52,0,0,0,6.05,0,0,0,0,0
7,Friday,1,2:00,2511,Kochi,Kerala,27.55,89.25,0,0,0,2.59,0,0,0,0,0
7,Friday,1,3:00,2512,Kochi,Kerala,34.7,85.58,0,0,0,6.78,0,0,0,0,0
7,Friday,1,4:00,2513,Kochi,Kerala,27.01,78.06,0,0,0,8.78,0,0,0,0,0
7,Friday,1,5:00,2514,Kochi,Kerala,25.17,84.51,0,0,0,3.18,0,0,0,0,0
7,Friday,1,6:00,2515,Kochi,Kerala,29.62,55.6,0,0,0,8.9,0,0,0,0,0
7,Friday,1,7:00,2516,Kochi,Kerala,30.36,47.39,0,0,0,5.76,0,0,0,0,0
7,Friday,1,8:00,2517,Kochi,Kerala,30.46,44.99,193.55,26.83,100.03,8.38,201.99,147.27,50.83,96.44,24.93
7,Friday,1,9:00,2518,Kochi,Kerala,32.18,61.34,188.94,28.12,185.99,5.57,185.49,146.33,72.78,73.55,17.02
7,Friday,1,10:00,2519,Kochi,Kerala,38.31,42.15,186.61,34.42,62.64,8.77,200.66,129.49,54.61,74.88,19.06
7,Friday,1,11:00,2520,Kochi,Kerala,35.18,68.42,201.13,26.58,100.91,3.3,188.61,122.31,70.71,51.6,16.87
7,Friday,1,12:00,2521,Kolkata,West Bengal,34.99,66.28,200.94,48.73,122.98,2.69,186.47,147.06,67,80.06,22.74
7,Friday,1,13:00,2522,Kolkata,West Bengal,34.13,50.36,203.82,30.96,70.79,4.13,204.36,149.55,55.67,93.88,21.45
7,Friday,1,14:00,2523,Kolkata,West Bengal,34.16,59.49,203.14,32.2,148.54,8.14,217.71,152.06,55.59,96.47,18.36
7,Friday,1,15:00,2524,Kolkata,West Bengal,39.73,54.36,187.53,45.16,54.06,9.42,207.09,126.44,61.24,65.2,21.5
7,Friday,1,16:00,2525,Kolkata,West Bengal,39.26,52.54,197.99,40.31,95.95,4.58,195.32,125.69,68.73,56.96,19.49
7,Friday,1,17:00,2526,Kolkata,West Bengal,37.24,42.55,193.23,35.16,89.31,7.07,201.86,126.52,52.39,74.13,17.26
7,Friday,1,18:00,2527,Kolkata,West Bengal,25.04,77.33,0,0,0,5.32,0,0,0,0,0
7,Friday,1,19:00,2528,Kolkata,West Bengal,25.02,88.83,0,0,0,8.85,0,0,0,0,0
7,Friday,1,20:00,2529,Kolkata,West Bengal,28.58,69.19,0,0,0,6.59,0,0,0,0,0
7,Friday,1,21:00,2530,Kolkata,West Bengal,25.19,74.26,0,0,0,5.47,0,0,0,0,0
7,Friday,1,22:00,2531,Kolkata,West Bengal,25.51,62.3,0,0,0,4.99,0,0,0,0,0
7,Friday,1,23:00,2532,Kolkata,West Bengal,25.69,77.05,0,0,0,6.03,0,0,0,0,0
8,Saturday,1,0:00,2533,Kolkata,West Bengal,33.23,78.19,0,0,0,8.37,0,0,0,0,0
8,Saturday,1,1:00,2534,Kolkata,West Bengal,33.85,69.35,0,0,0,4.41,0,0,0,0,0
8,Saturday,1,2:00,2535,Kolkata,West Bengal,32.64,88.35,0,0,0,4.39,0,0,0,0,0
8,Saturday,1,3:00,2536,Kolkata,West Bengal,33.38,63.99,0,0,0,9.91,0,0,0,0,0
8,Saturday,1,4:00,2537,Kolkata,West Bengal,28.19,74.96,0,0,0,3.92,0,0,0,0,0
8,Saturday,1,5:00,2538,Kolkata,West Bengal,34.33,62.89,0,0,0,5.69,0,0,0,0,0
8,Saturday,1,6:00,2539,Kolkata,West Bengal,37.61,48.65,0,0,0,3.55,0,0,0,0,0
